Id	Year	Genre
2255	1995	Adventure|Children's
2256	1985	Action
2257	1966	Adventure|Sci-Fi
2258	1941	Film-Noir|Mystery
2259	1971	Sci-Fi
2260	1994	Action|Drama
2261	1999	Comedy
2262	1999	Drama|Romance
2263	1999	Drama
2264	1982	Drama
2265	1984	Comedy
2266	1971	Thriller
2267	1998	Comedy|Drama
2268	N/A	Drama
2269	1957	Drama|War
2270	1994	Documentary|Drama
2271	1996	Action
2272	1958	Horror|Sci-Fi
2273	2000	Drama
2274	1982	Adventure|Drama
2275	1981	Comedy
2276	1989	Horror
2277	1994	Comedy|Sci-Fi
2278	1997	N/A
2279	1986	Action|Adventure|Comedy
2280	1996	Comedy|Drama|Thriller
2281	1993	Comedy|Drama
2282	1998	Comedy|Drama|Romance
2283	1988	Comedy|Drama
2284	1994	Comedy|Romance
2285	1966	Horror
2286	N/A	Drama
2287	1993	Documentary
2288	1995	Drama
2289	1999	Romance
2290	1985	Drama|Romance|Thriller
2291	1979	Horror|Sci-Fi
2292	N/A	Comedy|Drama
2293	1992	N/A
2294	1997	Adventure|Children's|Drama
2295	1987	Action
2296	1950	Drama
2297	1999	Mystery
2298	2000	Comedy|Drama
2299	1988	Action|Thriller
2300	1988	Crime|Drama|Sci-Fi
2301	1999	Action|Crime|Drama|Thriller
2302	1990	Drama
2303	1959	Comedy
2304	1991	Action|Adventure|Sci-Fi
2305	1997	Drama
2306	1999	Drama
2307	2000	N/A
2308	N/A	Drama
2309	1997	Drama
2310	1962	N/A
2311	1958	Action|Adventure|Fantasy
2312	1970	N/A
2313	1995	N/A
2314	1998	Adventure|Animation|Children's|Fantasy
2315	1994	Comedy
2316	1996	Drama
2317	1933	Action|Adventure|Horror
2318	1986	N/A
2319	1961	Drama
2320	1999	Drama
2321	1963	Horror
2322	1984	Horror
2323	1960	Horror|Sci-Fi|Thriller
2324	1978	Action|Adventure|Sci-Fi
2325	1992	Drama
2326	1980	Comedy
2327	2000	Comedy
2328	1952	Crime|Drama
2329	1947	N/A
2330	1986	Action|Romance
2331	1995	Mystery|Thriller
2332	1996	Comedy
2333	1991	N/A
2334	1994	N/A
2335	1982	Drama
2336	1985	Comedy|Horror
2337	N/A	Drama|Romance
2338	1996	Romance|War
2339	1982	N/A
2340	N/A	Drama
2341	1988	N/A
2342	N/A	Horror|Sci-Fi
2343	1989	Drama
2344	1997	Comedy
2345	1992	Adventure|Romance|Sci-Fi
2346	1968	Horror
2347	1983	Action|Adventure|Sci-Fi
2348	1998	Drama
2349	1997	Romance
2350	1996	Romance
2351	1925	Drama
2352	2000	Drama
2353	1985	Comedy
2354	1998	Comedy
2355	1965	Comedy|Musical
2356	1995	Action|Adventure|Sci-Fi
2357	N/A	Action
2359	1947	Drama
2360	N/A	Documentary
2361	1931	Horror
2362	N/A	Crime|Drama
2363	N/A	Drama
2364	1991	N/A
2365	1977	Comedy
2367	1967	Comedy|Musical
2368	1997	Romance|War
2369	N/A	Drama
2370	1994	Comedy
2371	1989	Children's|Drama
2372	1989	Horror|Sci-Fi
2373	1952	Action|Drama
2374	1998	Action|Adventure|Thriller
2375	1999	Drama
2376	1943	Horror
2377	1997	Sci-Fi|Thriller
2378	1994	Horror|Sci-Fi
2379	1985	Horror
2380	N/A	Children's|Comedy
2381	1999	Comedy
2382	1993	Drama
2383	1974	Thriller
2384	1994	Comedy|Romance
2385	1988	Drama
2386	1996	Drama
2387	1995	Mystery
2388	1985	Drama|War
2389	1995	Children's
2390	2000	Crime
2391	1986	Mystery
2392	1990	Comedy
2393	1990	Thriller
2394	N/A	Comedy
2395	1998	N/A
2396	1992	Children's|Musical
2397	1984	Adventure|Crime|Sci-Fi|Thriller
2398	2000	Comedy
2399	1995	Comedy|Romance
2400	1996	Drama
2401	N/A	N/A
2402	1989	Comedy
2403	1997	Mystery
2404	1977	Drama|Sci-Fi
2405	1995	Drama|Romance
2406	1929	Drama
2407	1998	Drama
2408	1996	Drama
2409	N/A	Documentary
2410	1999	Animation|Children's|Musical
2411	1956	Drama|Thriller
2412	1999	Animation|Children's
2413	1996	Drama
2414	1995	Adventure|Children's|Drama
2415	1968	Drama|Romance
2416	N/A	Drama
2417	1982	Drama
2418	1995	Comedy
2419	1991	Thriller
2420	1997	Romance
2421	1990	Horror|Mystery|Thriller
2422	1997	Comedy
2423	1930	Drama
2424	1978	Comedy
2425	N/A	Horror|Mystery|Thriller
2426	1984	Drama
2427	1996	Drama
2428	1973	Horror
2429	1996	Comedy
2430	N/A	Children's|Comedy
2431	1921	Action
2432	1979	Action|Adventure|Sci-Fi
2433	1991	Comedy|Romance
2434	1998	Drama
2435	1997	Comedy|Thriller
2436	1953	Action|Sci-Fi|War
2437	1928	Comedy
2438	1961	Drama|Romance
2439	2000	Comedy|Romance
2440	1995	Comedy|Drama
2441	1997	Action|Adventure|Animation
2442	2000	Action|Sci-Fi
2443	1996	Adventure|Children's|Comedy|Musical
2444	N/A	Crime
2445	1998	Drama
2446	1980	Drama
2447	1999	Action|Crime|Drama
2448	N/A	Drama
2450	1995	Drama
2451	1995	N/A
2452	1998	Comedy|Drama
2453	1997	Comedy
2454	N/A	Horror
2455	N/A	War
2456	1996	Drama|War
2457	1999	N/A
2458	1927	Drama
2459	1995	Comedy
2460	1994	Drama
2461	1972	Horror
2462	1986	N/A
2463	1995	Adventure|Sci-Fi
2464	1972	Comedy
2465	1991	N/A
2466	1986	Action|Thriller
2467	1997	Drama
2468	1999	Drama
2469	1984	Mystery
2470	1999	Drama|Romance
2471	N/A	Western
2472	N/A	Drama
2473	1999	Action|Sci-Fi
2474	1986	Adventure
2475	1993	N/A
2476	N/A	Comedy
2477	1926	Adventure
2478	1998	Drama
2479	1996	Horror
2480	1980	Drama
2481	1997	Drama|Romance
2482	1994	N/A
2483	N/A	Action|War
2484	N/A	Drama
2485	N/A	Comedy
2486	1979	N/A
2487	1996	Crime|Thriller
2488	1994	Drama|Mystery|Romance
2489	N/A	Horror|Thriller
2490	1997	Comedy
2491	1993	Drama
2492	1997	Action|Mystery|Sci-Fi|Thriller
2493	1990	Drama|Romance
2494	1990	Action|Crime|Drama
2495	1992	N/A
2496	1986	Horror|Thriller
2498	N/A	Drama
2499	1983	Comedy
2500	1981	Adventure|Fantasy|Sci-Fi
2501	1967	Comedy
2502	1967	Comedy
2503	1996	Drama
2504	1996	Comedy|Drama
2505	1920	Comedy
2506	1989	Adventure
2507	1995	Horror
2508	1999	Comedy
2509	1998	Drama
2510	1996	Comedy
2511	1986	Comedy|Horror
2512	1998	Comedy
2513	N/A	Comedy|Drama
2514	1993	N/A
2515	2000	N/A
2516	N/A	Action|Adventure
2517	2000	N/A
2518	1995	Comedy
2519	1994	Action|Adventure|Thriller
2520	N/A	Drama
2521	1995	Documentary
2522	1997	Thriller
2523	1995	Sci-Fi|Thriller
2524	1994	Drama
2525	1997	Horror
2526	1996	Drama
2527	1995	Drama
2528	1973	Action|Sci-Fi|Thriller|Western
2529	1983	Horror|Thriller
2530	1994	N/A
2532	1989	Drama
2533	2000	Comedy|Romance
2534	1995	Thriller
2535	1969	Action|War
2536	1959	Drama
2537	1999	Drama|Romance
2538	1993	Comedy|Drama
2539	1998	Drama
2540	1986	Drama
2541	1997	Action
2542	1996	N/A
2543	1984	Comedy|Fantasy|Romance
2544	1998	Documentary
2545	1937	Drama
2546	1998	Action|Drama
2547	1986	Animation|Children's|Comedy
2548	1993	Drama
2549	1986	Action|Adventure|Horror
2550	1941	Animation|Children's|Musical
2551	1941	Drama|Romance
2552	1971	Drama
2553	1973	Comedy|Drama
2554	1998	N/A
2555	1995	Drama
2556	1997	N/A
2557	1983	Comedy|Drama
2558	1943	Film-Noir|Thriller
2559	1991	Drama|Romance
2560	1984	Drama
2561	1988	Sci-Fi
2562	1997	N/A
2563	1994	Comedy|Drama
2564	1993	Comedy
2565	1987	Action|Crime|Thriller
2566	1953	Animation|Children's|Fantasy|Musical
2567	N/A	N/A
2568	1998	Drama|War
2569	1996	Action|Adventure|Sci-Fi|Thriller
2570	1993	Drama
2571	1990	Adventure|Children's|Fantasy
2572	1997	Drama|Sci-Fi
2573	1972	Action|Crime|Drama
2574	1994	Drama
2575	1989	Comedy
2576	1998	Drama
2577	1996	Comedy
2578	1995	Drama
2579	1995	N/A
2580	1958	Mystery|Thriller
2581	1970	Comedy|Crime
2582	1993	Comedy
2583	1979	Drama
2584	1995	Animation|Sci-Fi
2585	1974	Comedy|Horror
2586	1960	Drama
2587	1961	Adventure|Sci-Fi
2588	1994	Action|Drama|Thriller
2589	1926	Crime|Drama
2590	1957	Horror|Sci-Fi
2591	1963	Crime
2592	1987	Horror
2594	N/A	Action|Comedy
2595	N/A	N/A
2596	1994	N/A
2597	1996	Documentary
2598	1994	Drama|Romance
2599	1995	Drama
2600	1997	Comedy
2601	1995	N/A
2602	1976	Comedy|Drama
2603	1994	Drama
2604	1997	Drama|Romance
2605	1998	Mystery|Thriller
2606	1998	Adventure|Comedy
2607	1997	Drama|Thriller
2608	1996	Drama
2609	1998	Action|Comedy
2610	1957	Drama|War
2611	1999	Drama
2612	1999	Comedy|Romance
2613	1999	Drama
2614	1987	Comedy
2615	1946	Drama|Romance
2616	1973	Crime|Drama
2617	1996	Drama|Thriller
2618	N/A	Action
2619	1983	Drama
2620	1995	Action
2621	1957	Comedy|Musical|Romance
2622	1999	N/A
2623	1996	Comedy
2624	1996	Action|Adventure|Fantasy
2625	1975	Drama
2626	1998	Comedy
2627	1975	N/A
2628	N/A	Drama
2629	1998	Drama
2630	N/A	Comedy|Romance
2631	1974	N/A
2632	1996	Documentary
2633	1993	Action|Adventure|Sci-Fi
2634	1998	Drama
2635	1997	Crime|Drama|Thriller
2636	1998	Action|Crime|Thriller
2637	1999	Drama
2638	2000	Comedy|Documentary
2639	2000	Action|Drama|War
2640	1980	N/A
2641	1986	Action|Mystery|Thriller
2642	1992	Mystery|Thriller
2643	1998	Animation|Children's
2644	1993	Children's|Comedy
2645	1990	Comedy|Romance|Thriller
2646	1990	Drama
2647	1954	Drama
2648	1989	N/A
2649	1944	Crime|Film-Noir
2650	1996	Drama|Romance
2651	1992	Comedy|Romance
2652	1992	Comedy|Romance
2653	1986	Comedy
2654	1988	Horror
2655	1994	Drama
2657	1993	Documentary
2658	1969	Thriller
2659	1957	Comedy
2660	1939	N/A
2661	1998	Drama
2662	1993	Drama
2663	N/A	Comedy
2664	1996	Animation|Children's|Musical
2665	1999	Drama
2666	1995	Documentary
2667	1999	Drama|Romance
2668	N/A	Drama
2669	1995	Drama
2670	N/A	Comedy|Romance
2671	1998	Action|Comedy|Drama
2672	1951	Drama
2673	1963	Comedy|Mystery|Romance|Thriller
2674	1976	Action|Drama
2675	1985	Adventure|Children's|Fantasy
2676	1987	Action|Comedy|Crime|Drama
2677	1996	Comedy
2678	1997	Comedy|Drama
2679	1998	Horror
2680	1997	Crime|Drama
2681	1979	Adventure
2682	1961	Drama
2683	1997	Animation|Mystery
2684	1932	Romance|War
2685	1987	Action
2686	1982	N/A
2687	1994	Drama
2688	1992	Thriller
2689	1989	N/A
2690	1951	Film-Noir|Thriller
2691	1982	Drama
2692	1978	Horror
2693	1997	Drama
2694	1996	Crime
2695	1999	Action|Adventure|Children's|Comedy
2696	1997	Drama|Romance|Thriller
2697	1997	Adventure
2698	1980	Horror
2699	1971	Drama
2700	1971	Children's|Comedy
2701	1982	Action|Adventure
2702	N/A	Romance|Western
2703	1994	Drama
2704	1999	Drama
2705	1997	Drama
2706	1952	Adventure
2707	1998	Documentary
2708	1998	Drama
2709	1994	Comedy|Western
2710	1998	Action|Horror|Sci-Fi
2711	1997	Action|Adventure|Comedy|Sci-Fi
2712	1999	N/A
2713	1992	Crime|Drama
2714	N/A	Action|Adventure|Crime
2715	1996	Mystery|Thriller
2716	1982	Film-Noir|Sci-Fi
2717	1996	Action|Thriller
2718	2000	Thriller
2719	1984	Documentary
2720	2000	Drama
2721	1993	Drama|Thriller
2722	1987	Comedy
2723	1994	Comedy|Drama
2724	1960	Horror
2725	1994	Documentary
2726	1993	Animation|Comedy
2727	1995	Crime
2728	1999	Horror
2729	1995	Crime
2730	1940	Drama
2731	2000	Drama|Romance
2732	1974	Comedy
2733	1993	Action|Adventure|Children's|Sci-Fi
2734	1996	Drama
2735	1982	Action|Horror|Sci-Fi|Thriller
2736	1999	Comedy
2737	1954	Adventure
2738	1996	Drama|Thriller
2739	N/A	Drama
2740	1995	N/A
2741	1971	Western
2742	1995	Documentary
2743	1979	Drama
2744	1998	Film-Noir|Sci-Fi|Thriller
2745	1999	Crime|Thriller
2746	1967	Comedy|Drama
2747	1998	Children's|Comedy
2748	1994	Thriller
2749	1996	Adventure
2750	1998	Drama
2751	1999	Comedy|Drama
2752	1994	N/A
2753	1999	Comedy
2754	1990	N/A
2755	1995	Comedy
2756	1969	Drama
2757	1997	Comedy
2758	1996	Documentary
2759	1994	Drama
2760	1996	Comedy
2762	1995	Adventure|Children's|Fantasy
2763	1985	Children's|Comedy
2764	1988	Horror
2765	1957	Romance
2766	1995	Thriller
2767	N/A	Comedy|Horror
2768	1956	Musical
2769	1988	Thriller
2770	1996	Comedy
2771	N/A	Action|Adventure|Comedy|Horror|Sci-Fi
2772	1973	N/A
2773	1992	Comedy
2774	1987	Comedy|Drama|War
2775	1971	Comedy
2776	1999	Comedy
2777	1994	Horror
2778	2000	Comedy
2779	1958	Drama
2780	1966	Drama
2781	1985	Action|Drama
2782	N/A	Drama
2783	1985	Comedy
2784	1970	N/A
2785	1988	Action
2786	1969	Adventure|Drama
2787	1999	Drama
2788	1997	Crime|Drama
2789	1999	Drama|Romance
2790	1998	Documentary
2791	1998	Romance
2792	1991	Comedy|Drama
2793	1985	Comedy
2794	1971	N/A
2795	N/A	Drama|Romance
2796	1997	Comedy
2797	1987	Horror|Thriller
2798	1946	Crime|Drama
2799	1994	Action
2801	1984	Drama|War
2802	1990	Action|Romance
2803	1997	Comedy
2804	1996	Adventure|Children's
2805	1995	Drama
2806	1991	Drama|Romance
2807	1992	N/A
2808	N/A	Action
2809	1998	Drama
2810	2000	Animation|Children's|Comedy
2811	1994	Drama|Romance
2812	1999	Comedy
2813	1996	Comedy
2814	1993	Children's|Comedy|Musical
2815	2000	Drama
2816	1975	Drama|Mystery
2817	1982	Action
2818	1987	N/A
2819	1999	Comedy
2820	1964	Musical
2821	1997	Crime|Thriller
2822	1998	N/A
2823	1996	Animation|Children's|Musical
2824	1987	Fantasy
2825	1998	Drama
2826	1943	Horror
2827	2000	Comedy
2828	N/A	Comedy|Romance
2829	1996	Action|Sci-Fi
2830	1939	Comedy
2831	1962	Drama
2832	1995	Drama|Romance
2833	1995	Drama
2834	N/A	Documentary
2835	1997	Action|Thriller|War
2836	N/A	Comedy|Crime|Horror
2837	1990	Comedy
2838	1980	Drama
2839	1998	Animation|Children's
2840	1994	Comedy|Horror
2841	1985	Drama
2842	1950	Mystery|Thriller
2843	1997	N/A
2844	1956	Drama|Film-Noir|Thriller
2845	1998	N/A
2846	1993	N/A
2847	N/A	Comedy|Drama|Romance
2848	N/A	Adventure|Children's
2849	1998	Drama
2850	1999	Drama|Thriller
2852	1965	Drama|Romance|War
2853	1994	Comedy
2854	1977	Adventure|Sci-Fi
2855	1979	Sci-Fi
2856	N/A	Action|Thriller
2857	1995	Comedy|Romance
2858	1942	N/A
2860	2000	Thriller
2861	1998	Documentary
2862	N/A	Drama
2863	1994	N/A
2864	1992	Comedy|Drama|Romance
2865	1993	Drama
2866	1990	Action|Crime
2867	2000	Adventure|Sci-Fi
2868	1999	Drama
2869	1998	Comedy
2870	1997	N/A
2871	1995	Comedy|Horror
2873	1996	Action|Adventure|Mystery
2874	1991	Comedy|Drama
2875	N/A	Drama
2876	N/A	Comedy|Romance
2877	N/A	Western
2878	1995	Drama
2879	1998	Thriller
2880	N/A	Comedy
2881	1996	Comedy
2882	1980	Adventure|Drama|Romance
2883	1992	Drama|Romance
2884	1992	Drama
2885	1986	Drama|War
2886	1999	Drama|War
2887	1992	Comedy
2888	1996	Children's|Comedy
2889	1958	Crime|Film-Noir|Thriller
2890	1986	Horror
2891	1990	Drama
2892	1985	N/A
2893	2000	Comedy|Crime
2894	1982	Action|Drama
2895	2000	N/A
2896	1999	Crime
2897	1995	Comedy|Romance
2898	1960	Drama|Horror|Thriller
2899	1999	Thriller
2900	1996	Drama
2901	1999	Drama
2902	1999	Action
2903	1989	Comedy
2904	1998	N/A
2905	2000	N/A
2906	1999	Children's|Comedy
2907	1989	Comedy|Documentary
2908	1995	Comedy|Romance
2909	1999	Drama
2910	1999	N/A
2911	2000	Drama
2912	1996	Documentary
2913	1978	Action
2915	1993	N/A
2916	1995	Drama
2917	1947	Crime
2918	1995	N/A
2919	1997	Romance
2920	1963	Drama
2921	1972	Comedy
2922	1950	Mystery
2923	1994	Animation|Children's|Musical
2924	1998	Adventure|Comedy|Romance
2925	1996	Romance
2926	2000	Children's
2927	1995	Drama
2928	1993	Comedy
2929	1993	Adventure|Children's
2930	N/A	Drama
2931	1967	Comedy
2932	1987	Comedy|Drama|Romance
2933	1981	Crime|Thriller
2934	1996	Drama|Romance
2935	1980	Action|Adventure|Sci-Fi
2936	1995	Drama
2937	1976	Comedy|Drama
2938	1999	Drama|Romance
2939	1997	Horror|Thriller
2940	1996	Drama|Romance
2941	N/A	Action|Adventure|Comedy|Romance
2942	N/A	Drama
2943	1983	Horror
2944	1997	Comedy
2945	1937	Crime|Thriller
2946	1991	Comedy
2947	1996	Comedy|Romance
2948	1940	Thriller
2949	1964	Musical|Romance
2950	1978	Crime|Drama
2951	2000	Comedy
2952	2000	Drama|War
2953	1942	Thriller
2954	1997	Children's
2955	1998	Comedy
2956	1975	Drama
2957	1996	Action|Thriller
2958	1999	Drama
2959	1995	Documentary
2960	2000	Comedy
2961	1998	Drama|Thriller
2962	N/A	Drama|Romance
2963	1986	Comedy|Drama
2964	1987	Horror
2965	1998	Action|Crime|Romance
2966	1963	Comedy
2967	1946	Film-Noir
2968	1995	Sci-Fi|Thriller
2969	1990	Action|Drama
2970	1996	Crime|Film-Noir|Thriller
2971	1998	Crime|Drama
2972	1993	Drama|War
2973	1999	Drama|Horror
2974	1986	Action|Adventure|Sci-Fi
2975	1974	Action
2976	1996	Drama|Romance
2977	1998	Comedy|Romance
2978	1996	Sci-Fi|Thriller
2979	1993	Drama
2980	1981	Crime
2981	1996	Drama|Romance
2982	1954	Mystery|Thriller
2983	N/A	Drama
2984	1944	Action|Drama|War
2985	1988	Drama
2986	N/A	Comedy
2987	N/A	Comedy
2988	1938	Action|Adventure
2989	1994	N/A
2990	1986	Drama
2991	1997	N/A
2992	1938	Comedy
2993	1999	Comedy|Sci-Fi
2994	1995	Drama|Romance
2995	1980	Comedy|Horror
2996	2000	Action|Crime
2997	1987	Drama
2998	1944	Mystery|Thriller
2999	1984	Action|Sci-Fi
3000	1996	Documentary
3001	1995	Adventure|Children's|Fantasy
3002	N/A	Drama
3003	1995	Horror|Thriller
3004	N/A	N/A
3005	1995	Crime|Drama
3006	1982	Horror
3007	1952	N/A
3008	1994	Documentary
3009	1963	Drama
3010	1995	Romance
3011	1950	Comedy
3012	1998	Comedy|Drama
3013	1991	Mystery|Thriller
3014	1958	N/A
3015	1984	N/A
3016	1998	Comedy|Crime
3017	1995	Horror|Thriller
3018	1992	Crime|Drama|Sci-Fi
3019	1984	Romance
3020	1999	Drama
3021	1940	Animation|Children's|Musical
3022	1999	Comedy|Drama
3023	1976	Adventure|Musical|Romance
3025	2000	Action|Adventure|Thriller
3026	1976	Thriller
3027	1954	Comedy|Romance
3028	1953	Action|Drama
3029	1993	Sci-Fi|Thriller
3030	1982	Comedy|Crime|Thriller
3031	2000	Horror
3032	1939	Horror
3033	1990	Horror
3034	1993	Action|Drama
3035	1995	Comedy
3036	2000	Documentary
3037	1994	Comedy
3038	1988	Horror
3039	1999	Horror
3040	N/A	Drama|Mystery
3041	1986	Drama
3042	1996	Comedy
3043	1977	Action|Adventure
3044	1967	Drama
3045	1992	Drama
3046	1995	N/A
3047	N/A	Adventure|Comedy|Sci-Fi
3048	1978	Adventure|Animation|Children's|Sci-Fi
3049	1972	Drama|Sci-Fi
3050	N/A	Comedy
3051	N/A	Action
3053	1999	Drama
3054	1988	Comedy|Drama|Romance
3055	1997	Romance
3056	N/A	Drama
3057	1997	Comedy
3058	1996	N/A
3059	1993	Sci-Fi|Thriller
3060	1996	Crime|Drama
3061	N/A	Drama|Thriller
3062	1996	N/A
3063	1999	Action|Thriller
3064	N/A	Comedy|Drama
3065	1969	Drama
3066	N/A	Comedy|Musical
3067	N/A	Animation|Children's|Musical
3068	1931	Drama
3069	1939	Drama
3071	1995	Thriller
3072	1989	Horror
3073	1997	Documentary
3074	N/A	Drama
3075	1987	Horror
3076	1949	Adventure|Children's|Drama
3077	1979	N/A
3078	1999	Comedy
3079	1994	Comedy|Drama
3080	1993	Drama
3081	1974	Drama
3082	1961	N/A
3083	1995	Animation|Children's
3084	1993	Comedy
3085	1996	Romance
3086	1993	Drama|Romance
3087	1995	Documentary
3088	1964	Thriller
3089	1996	Documentary
3090	1991	Comedy|Fantasy
3091	N/A	Drama|Romance
3092	1990	Drama
3093	1984	Drama
3094	1986	Comedy|Drama
3095	1995	Musical
3096	N/A	Animation|Children's
3097	1996	Drama
3098	1995	Horror|Sci-Fi
3099	1999	Action|Sci-Fi|Thriller
3100	1991	Documentary
3101	1991	Adventure|Fantasy
3102	1956	Drama
3103	1995	Documentary
3104	N/A	Drama
3105	1999	Comedy|Drama
3106	1994	Action|Sci-Fi
3107	1979	Action|Drama
3108	1994	N/A
3109	1993	Comedy|Romance
3110	1955	Musical
3111	1993	Drama
3112	1996	Crime|Thriller
3113	1993	Drama
3114	1998	Comedy
3115	1981	Drama
3116	1993	Comedy|Romance
3117	1997	Adventure|Children's|Fantasy|Sci-Fi
3118	N/A	Drama|Romance
3119	1971	Drama
3120	1993	Action
3121	1996	Crime
3122	N/A	Adventure|Drama
3123	1995	Crime|Drama|Romance
3124	1986	Adventure|Children's|Sci-Fi
3125	1995	Comedy|Drama
3126	1937	Drama
3127	N/A	Western
3128	2000	Comedy
3129	1990	Drama|Romance
3130	1979	Comedy|Drama
3131	1996	Action|Sci-Fi|War
3132	1998	N/A
3133	1992	Comedy|Horror
3134	1980	Adventure|Comedy|Musical
3135	1994	Drama|Romance|War|Western
3136	1993	Drama
3137	1993	Drama|Horror
3138	1991	Crime|Drama
3139	N/A	Horror|Thriller
3140	N/A	Drama
3141	1980	Action|Horror|Sci-Fi
3142	2000	Thriller
3143	1989	Drama
3144	1995	Romance
3145	1999	N/A
3146	1995	Comedy|Romance
3147	1992	Horror|Romance
3148	1994	Comedy|Drama|War
3149	1966	Drama
3150	1935	Romance
3151	N/A	Comedy
3152	1998	Horror|Thriller
3153	1994	Drama|Romance
3154	1963	Action
3155	1996	Comedy|Romance
3156	1995	Drama
3157	1988	Comedy
3158	1939	Crime|Drama
3159	1997	Action|Drama|Thriller
3160	1942	Drama
3161	1997	Comedy|Crime
3162	1979	Drama
3163	1997	Comedy
3164	1980	Drama|War
3165	1997	Drama|Thriller
3166	1995	Comedy
3167	1973	Drama
3168	2000	Comedy
3169	2000	Drama
3170	1982	N/A
3171	1988	N/A
3172	1998	Action|Adventure|Sci-Fi|Thriller
3173	1999	Action|Adventure|Sci-Fi
3174	1976	Drama
3175	1993	Animation|Children's
3176	1995	Drama
3177	1946	Drama
3178	1996	Comedy
3179	1995	N/A
3180	1984	Comedy|Drama
3181	1996	Comedy
3182	1998	Comedy|Drama
3183	N/A	Comedy|Drama
3184	2000	Comedy|Drama
3185	1994	Thriller
3186	1948	Comedy|Horror
3187	1995	N/A
3188	1998	Drama
3189	1993	Drama
3190	1997	Drama|War
3191	1992	Comedy|Drama
3192	1930	Drama
3193	1978	Drama
3194	1999	Crime|Thriller
3195	1992	Comedy
3196	1940	Drama
3197	1963	Drama
3198	1980	Horror
3199	1996	Animation|Children's|Musical
3200	N/A	Action
3201	1994	Action|Drama|Thriller
3202	N/A	Action|Adventure|Drama
3203	1997	Comedy|Drama
3204	1990	Documentary
3205	1969	Comedy
3206	2000	N/A
3207	1989	Drama
3208	1998	Comedy|Drama|Romance
3209	1998	Drama
3210	1994	Comedy|Romance
3211	1999	Drama
3212	2000	N/A
3213	N/A	Action|Crime
3214	1998	Drama
3215	1984	Comedy|Sci-Fi
3216	1997	Sci-Fi|Thriller
3217	1998	Comedy|Drama
3218	1992	Drama|Romance|War
3219	1998	Action|Comedy|Crime|Drama
3220	1996	Drama
3221	1994	Drama
3222	1961	Children's|Fantasy|Musical
3223	2000	Comedy|Drama
3224	2000	Comedy
3225	1988	Comedy
3226	2000	N/A
3227	1986	Drama|Romance
3228	N/A	Adventure|Drama|Thriller
3229	1991	Drama
3230	1995	Comedy
3231	1997	Drama|Romance
3232	N/A	War
3233	N/A	Action|Adventure|Drama|Romance
3234	1999	Drama
3235	N/A	Thriller
3236	1994	Drama
3237	1995	Drama
3238	1994	Comedy
3239	1997	Drama
3240	1984	N/A
3241	1939	Drama
3242	1997	Action|Sci-Fi|Thriller
3243	1996	Documentary
3244	1938	Comedy
3245	1968	Drama
3246	1967	Drama|Mystery
3247	1979	N/A
3248	1996	Action
3249	1983	Comedy
3250	1991	N/A
3251	N/A	Crime|Drama|Film-Noir
3252	N/A	Comedy|Horror
3253	1965	Drama|Romance
3254	1983	Comedy
3255	1943	Drama|War
3256	1999	Documentary
3257	1996	Comedy
3258	1977	Drama|Thriller
3259	1987	Thriller
3260	1989	Drama
3261	1998	Horror|Thriller
3262	1953	Film-Noir
3263	N/A	Horror|Mystery|Thriller
3264	N/A	Comedy|Drama
3265	2000	Comedy|Drama
3266	1945	Drama|War
3267	1996	Drama|Thriller
3268	1955	Drama
3269	N/A	Comedy|Crime|Fantasy
3270	1994	Crime|Drama|Romance|Thriller
3271	1997	N/A
3272	1994	Comedy|Drama
3273	1999	Comedy|Romance
3274	2000	Comedy
3275	1998	Drama
3276	1991	Drama
3277	1953	N/A
3279	1996	Crime
3280	1998	Comedy
3281	1997	Horror|Mystery|Thriller
3282	1985	Drama|Romance
3283	1939	Drama
3284	1945	N/A
3285	1945	Horror
3286	1980	N/A
3287	1967	Drama|Romance
3288	1940	Western
3289	N/A	Crime|Thriller
3290	1982	Comedy
3291	1985	Adventure|Children's
3292	1999	Drama|Sci-Fi|Thriller
3293	1978	Horror|Sci-Fi
3294	N/A	Comedy|Drama|Romance
3295	1986	Action|Comedy
3296	N/A	Comedy|Drama|Romance
3297	1995	Animation|Children's|Comedy|Romance
3298	1996	Drama
3299	1999	N/A
3300	1931	Crime|Film-Noir|Thriller
3301	1999	Comedy|Romance
3302	1998	Action
3303	1971	Drama
3304	1977	Animation|Children's
3305	1996	Drama
3306	N/A	Children's|Drama
3307	1950	Crime|Film-Noir
3308	1998	Drama
3309	N/A	Drama|Romance
3310	1994	Action|Romance|Thriller
3311	1998	Drama
3312	1999	Comedy
3313	1998	Drama|Western
3314	1988	Action|Thriller
3315	1992	Action|Comedy|Crime|Drama
3316	1998	Drama
3317	1965	Sci-Fi
3318	1996	Drama|Thriller
3319	1996	Drama
3320	1994	Children's|Comedy
3321	N/A	Drama|War
3322	1988	Horror
3323	1970	Crime|Thriller
3324	1998	Drama|Romance
3325	1962	Action|Adventure
3326	N/A	Comedy
3327	1985	Action|Sci-Fi
3328	2000	Crime|Thriller
3329	1990	Children's|Comedy
3330	1982	N/A
3331	1975	Documentary
3332	1997	Crime
3333	1996	N/A
3334	1979	Drama
3335	1983	Children's|Horror
3336	1992	Comedy|Drama
3337	1972	N/A
3338	1995	Drama|Romance
3339	1998	Action|Sci-Fi
3340	1995	Thriller
3341	1977	Drama
3342	1991	Horror
